id,name,category,status,complexity,version,domains,tuple_notation,component_count,type_def_count,property_count,operation_count,manifestation_count,requires,uses,specializes,specialized_by,has_circular_deps
,,pattern,stable,medium,1.1,,"$M = (query, compute, cache, refresh)$",4,4,3,3,5,,,,,no
C1,Graph Structure,concept,stable,medium,1.1,,"$G = (N, E, \lambda_n, \lambda_e)$",2,0,2,3,7,,,,,no
P1,Direct Manipulation Canvas,pattern,stable,medium,1.1,,"$C = (viewport, objects, cursor, tools, state)$",5,0,3,1,5,,,,,no
C2,Document/Artifact,pattern,stable,medium,1.1,,"$doc = (state, process, visualize, interact) : \text{Input} \to \text{Output}$",4,3,4,3,3,,,,,no
P2,Command Interface,pattern,stable,medium,1.1,,"$I = (input, parser, executor, history)$",4,0,3,3,4,,,,,no
C3,Symbolic Expression,concept,stable,medium,1.1,,"$T = (root, children)$",2,0,3,3,5,,,,,no
P3,Hierarchical Navigator,pattern,stable,medium,1.1,,"$N = (tree, selection, expansion, breadcrumb)$",4,0,3,3,5,,,,,no
C4,Metadata Schema,concept,stable,medium,1.1,,"$M = (schema, data, validators)$",3,0,3,3,5,,,,,no
P4,Property Inspector,pattern,stable,medium,1.1,,"$I = (selection, fields, validators, commit)$",4,0,3,3,4,,,,,no
C5,Version History,concept,stable,medium,1.1,,"$H = (states, deltas, branches)$",3,0,3,3,5,,,,,no
F5,Collaborative Editing Flow,flow,stable,medium,1.1,,"$E = (U, D, O, T, M, \delta_{F5})$",2,0,0,3,4,,,,,no
P5,Tabbed Workspace,pattern,stable,medium,1.1,,"$W = (tabs, active, buffers, state)$",4,0,3,3,4,,,,,no
F6,Error Recovery Flow,flow,stable,medium,1.1,,"$E = (detect, classify, strategy, recover)$",4,3,3,3,5,,,,,no
P6,Palette/Toolbar,pattern,stable,medium,1.1,,"$pal = (state, process, visualize, interact) : \text{Input} \to \text{Output}$",4,3,4,3,3,,,,,no
P7,Breadcrumb Trail,pattern,stable,medium,1.1,,"$B = (path, separators, actions)$",3,0,3,2,3,,,,,no
P8,Search-Based Navigation,pattern,stable,medium,1.1,,"$S = (query, index, results, ranker)$",4,0,3,3,4,,,,,no
P9,Backlinks/References,pattern,stable,medium,1.1,,"$bac = (state, process, visualize, interact) : \text{Input} \to \text{Output}$",4,3,4,3,3,,,,,no
P10,Parser/Compiler Pipeline,pattern,stable,medium,1.1,,"$pp = (state, process, visualize, interact) : \text{Input} \to \text{Output}$",4,3,4,3,3,,,,,no
P11,Validator/Checker,pattern,stable,medium,1.1,,"$val = (state, process, visualize, interact) : \text{Input} \to \text{Output}$",4,3,4,3,3,,,,,no
P12,Solver/Optimizer,pattern,stable,medium,1.1,,"$sol = (state, process, visualize, interact) : \text{Input} \to \text{Output}$",4,3,4,3,3,,,,,no
P13,Indexer/Query Engine,pattern,stable,medium,1.1,,"$ie = (state, process, visualize, interact) : \text{Input} \to \text{Output}$",4,3,4,3,3,,,,,no
P14,Agent Swarm,pattern,stable,medium,1.1,,"$A = (agents, tasks, coord, results)$",4,4,3,6,4,,,,,no
P15,Reasoning Chain,pattern,stable,medium,1.1,,"$R = (steps, state, deps, result)$",4,3,3,2,4,,,,,no
P16,Suggestion/Recommendation System,pattern,stable,medium,1.1,,"$ss = (state, process, visualize, interact) : \text{Input} \to \text{Output}$",4,3,4,3,3,,,,,no
P17,Key-Value Store,pattern,stable,medium,1.1,,"$K = (store, get, set, delete)$",4,0,2,3,4,,,,,no
P18,Relational Database,pattern,stable,medium,1.1,,"$R = (tables, schemas, constraints, indices)$",4,4,2,3,4,,,,,no
P19,Graph Database,pattern,stable,medium,1.1,,"$G = (nodes, edges, props, traversal)$",4,4,2,2,4,,,,,no
P20,Document Store,pattern,stable,medium,1.1,,"$D = (collections, documents, queries, indices)$",4,3,2,3,4,,,,,no
P21,Time-Series Store,pattern,stable,medium,1.1,,"$T = (series, timestamps, values, aggregations)$",4,2,2,2,5,,,,,no
P22,Event Bus,pattern,stable,medium,1.1,,"$B = (publishers, subscribers, topics, broker)$",4,4,3,6,4,,,,,no
P23,Real-Time Sync,pattern,stable,medium,1.1,,"$S = (local, remote, diff, merge, conflicts)$",5,3,3,6,4,,,,,no
P24,Request-Response API,pattern,stable,medium,1.1,,"$A = (endpoints, handlers, middleware, responses)$",4,6,3,3,4,,,,,no
P25,Streaming Protocol,pattern,stable,medium,1.1,,"$S = (producer, consumer, buffer, backpressure, state)$",5,3,3,6,5,,,,,no
P26,Status Bar/Indicator,pattern,stable,medium,1.1,,"$sb = (state, process, visualize, interact) : \text{Input} \to \text{Output}$",4,3,4,3,3,,,,,no
P27,Toast/Notification,pattern,stable,medium,1.1,,"$toa = (state, process, visualize, interact) : \text{Input} \to \text{Output}$",4,3,4,3,3,,,,,no
P28,Progress Indicator,pattern,stable,medium,1.1,,"$P = (current, total, label, eta, state)$",5,2,4,3,5,,P26; P27,,,no
P29,Centralized State Store,pattern,stable,medium,1.1,,"$S = (store, reducers, selectors, subscriptions)$",4,5,3,3,4,,,,,no
P30,Command Pattern,pattern,stable,medium,1.1,,"$C = (commands, executor, undo\_stack, redo\_stack)$",4,1,3,3,4,,,,,no
P31,Observer Pattern,pattern,stable,medium,1.1,,"$O = (subject, observers, notify)$",3,2,2,3,4,,,,,no
P32,Plugin Architecture,pattern,stable,medium,1.1,,"$P = (interface, registry, loader, lifecycle)$",4,3,3,3,4,,,,,no
P33,Hook System,pattern,stable,medium,1.1,,"$H = (hooks, handlers, register, invoke)$",4,3,2,2,4,,,,,no
P34,Strategy Pattern,pattern,stable,medium,1.1,,"$S = (interface, implementations, selector, current)$",4,3,2,3,4,,,,,no
P35,Split-Pane Layout,pattern,stable,medium,1.1,,"$S = (P, D, R, \delta_{35}, \sigma_{35})$",3,0,3,1,4,,,,,no
P36,Selection-Driven Panel,pattern,stable,medium,1.1,,"$S = (selection, content, \phi_{36}, observers)$",4,3,3,4,0,,,,,no
P37,Empty State Pattern,pattern,stable,medium,1.1,,"$E = (C, \epsilon_{37}, P, A)$",1,0,0,2,4,,,,,no
P38,Badge/Indicator Pattern,pattern,stable,medium,1.1,,"$bp = (state, process, visualize, interact) : \text{Input} \to \text{Output}$",4,3,4,3,3,,,,,no
P39,Contextual Action Menu,pattern,stable,medium,1.1,,"$M = (T, C, A, \pi_{39}, \sigma_{39}, \delta_{39})$",3,0,3,2,4,,,,,no
P40,Mode Toggle System,pattern,stable,medium,1.1,,"$T = (M, m_0, \delta_{40}, \phi_{40}, \iota_{40})$",3,0,3,2,4,,,,,no
P41,Inline Status Chip,pattern,stable,medium,1.1,,"$S = (I, L, \theta_{41}, \sigma_{41}, \alpha_{41})$",2,0,3,2,4,,,,,no
P42,Tooltip/Hint System,pattern,stable,medium,1.1,,"$ts = (state, process, visualize, interact) : \text{Input} \to \text{Output}$",4,3,4,3,3,,,,,no
P43,Application Navigation Drawer,pattern,stable,medium,1.1,,"$D = (S_{43}, C, O, \alpha_{43}, \omega_{43}, \pi_{43})$",3,0,3,3,4,,,,,no
P44,Keyboard Shortcut System,pattern,stable,medium,1.1,,"$K = (B, M, H, C, P)$",4,0,3,3,4,,,,,no
P45,Drag and Drop Interaction,pattern,stable,medium,1.1,,"$D = (S, T, G, F, \phi_{45}, \psi_{45})$",3,0,0,2,4,,,,,no
P46,Focus Management System,pattern,stable,medium,1.1,,"$F = (O, \tau_{46}, R, I, S)$",4,0,0,2,4,,,,,no
P47,Inline Editing Pattern,pattern,stable,medium,1.1,,"$E = (M, \sigma_{47}, \tau_{47}, \phi_{47}, \psi_{47})$",3,0,3,3,4,,,,,no
P48,Form Validation Pattern,pattern,stable,medium,1.1,,"$V = (fields, rules, state, errors)$",4,4,4,8,5,,,,,no
P49,Multi-Step Form (Wizard) Pattern,pattern,stable,medium,1.1,,"$W = (steps, current, data, nav, progress)$",5,2,4,5,5,,,,,no
P50,Form Dependency Pattern,pattern,stable,medium,1.1,,"$D = (fields, deps, update, cascade)$",4,1,4,7,5,,,,,no
P51,Responsive Layout Pattern (NEW),pattern,stable,medium,1.1,,"$L = (breakpoints, layouts, current)$",3,2,3,6,4,,,,,no
P52,Pagination Pattern,pattern,stable,medium,1.1,,"$P = (data, page, size, total, nav)$",5,1,3,9,5,,,,,no
P53,Filtering Pattern,pattern,stable,medium,1.1,,"$F = (data, filters, active, result, facets)$",5,4,3,6,5,,,,,no
P54,Sorting Pattern,pattern,stable,medium,1.1,,"$S = (data, columns, order, comparator)$",4,3,3,7,5,,,,,no
P55,Virtualization Pattern,pattern,stable,medium,1.1,,"$V = (data, viewport, item\_height, buffer, visible)$",5,0,4,5,5,,,,,no
P56,Cache Strategy Pattern,pattern,stable,medium,1.1,,"$C = (storage, policy, ttl, evict)$",4,3,3,7,5,,,,,no
P57,Data Migration Pattern,pattern,stable,medium,1.1,,"$M = (versions, migrations, current, rollback)$",4,3,3,6,4,,,,,no
P58,Authentication Pattern,pattern,stable,medium,1.1,,"$A = (users, credentials, sessions, verify, tokens)$",5,4,3,10,4,,,,,no
P59,Authorization Pattern,pattern,stable,medium,1.1,,"$Z = (subjects, objects, permissions, policies, check)$",5,5,3,8,4,,,,,no
P60,Input Sanitization Pattern,pattern,stable,medium,1.1,,"$S = (validators, sanitizers, encoders, rules)$",4,5,3,8,4,,,,,no
P61,Unit Test Pattern,pattern,stable,medium,1.1,,"$U = (sut, arrange, act, assert, cleanup)$",5,4,4,6,4,,,,,no
P62,Integration Test Pattern,pattern,stable,medium,1.1,,"$I = (components, interactions, environment, verify)$",4,3,3,11,4,,,,,no
P63,End-to-End Test Pattern,pattern,stable,medium,1.1,,"$E = (scenario, browser, pages, assertions, data)$",5,4,3,3,4,,,,,no
P64,Generative UI,pattern,stable,medium,1.1,,"$G = (T_{lib}, ctx, gen, render, stream) : \text{ctx} \times T_{lib} \to \text{UI}_{dynamic}$",5,4,4,3,4,,P65; P112; P115,,,yes
P65,Streaming Component,pattern,stable,medium,1.1,,"$S = (\tau_{stream}, buf, Q_{render}, sync) : \text{Token} \to \Delta \text{UI}$",4,3,4,3,4,P22; P114,P64; P115,,,yes
P66,Context-Adaptive Interface,pattern,stable,medium,1.1,,"$A = (U_{state}, T_{ctx}, T_{ui}, R_{adapt}) : \text{Context} \to \text{UI}_{morphed}$",4,4,4,3,4,,P64; P67; P136; P137,,,yes
P67,Progressive Disclosure by AI,pattern,stable,medium,1.1,,"$D = (H_{info}, score_{rel}, \sigma_{disc}) : \text{Information} \to \text{Revealed}_t$",3,4,4,3,4,,P3; P37; P66,,,yes
P68,Agent Team Visualization,pattern,stable,medium,1.1,,"$V_{team} = (A_{roster}, R_{roles}, S_{status}, C_{coord}) : \text{Agents} \to \text{Visualization}$",4,4,4,3,4,P14,P69; P71; P93,,,yes
P69,Agent Activity Timeline,pattern,stable,medium,1.1,,"$T_{activity} = (Events, Timeline, Agents, Actions) : Agent 	imes Time 	o Activity_{log}$",4,3,4,3,4,P22,P68; P112; P124,,,yes
P70,Agent Handoff,pattern,stable,medium,1.1,,"$H = (A_{from}, A_{to}, \Sigma_{state}, T_{transfer}, V_{verify}) : \text{Task} \times \text{Context} \to \text{Transfer}$",5,3,4,3,4,P14,P68; P69; P91,,,no
P71,Orchestration Dashboard,pattern,stable,medium,1.1,,"$D_{orch} = (W_{flow}, A_{agents}, M_{metrics}, C_{control}) : \text{Workflow} \to \text{Dashboard}$",4,3,4,3,4,F2.2; P14,P68; P69; P129,,,yes
P72,Agent Role Selector,pattern,stable,medium,1.1,,"$S_{role} = (R_{available}, T_{task}, M_{match}, A_{assign}) : \text{Task} \to \text{Agent} \times \text{Role}$",4,3,4,3,4,P14,P68; P71,,,no
P73,Composite Action,pattern,stable,medium,1.1,,"$C = (A_{atomic}, compose, exec, rollback) : \text{Set}\langle \text{Action} \rangle \to \text{Action}_{composite}$",4,3,4,3,4,P30,P14; P92,,,no
P75,Proactive Intervention,pattern,stable,medium,1.1,,"$I_{proact} = (P_{predict}, T_{timing}, A_{action}, U_{user}) : \text{Context} \to \text{Intervention}$",4,3,4,3,4,,P74; P76; P77; P79,,,no
P76,Ambient AI,pattern,stable,medium,1.1,,"$A_{ambient} = (C_{aware}, P_{cont}, I_{subtle}, E_{bg}) : Context \to Actions_{unobtrusive}$",4,0,3,3,3,,,,,no
P77,Intelligent Interruption,pattern,stable,medium,1.1,,"$I_{int} = (S_{load}, D_{boundary}, score_{urgency}, Sched) : (Task, Interrupt) \to Time_{optimal}$",4,0,3,3,3,,,,,no
P78,Background Task Management,pattern,stable,medium,1.1,,"$B_{task} = (Q_{tasks}, I_{progress}, N_{complete}, S_{results}) : Tasks_{async} \to UI_{status}$",4,0,3,3,3,,,,,no
P79,Anticipatory Action,pattern,stable,medium,1.1,,"$A_{antic} = (P_{intent}, Prep_{res}, E_{spec}, V_{gate}) : Context \to Actions_{prepared}$",4,0,3,3,3,,,,,no
P80,Voice Conversation,pattern,stable,medium,1.1,,"$V_{conv} = (I_{speech}, R_{intent}, M_{dialog}, O_{speech}, H_{int}) : \text{Speech} \leftrightarrow \text{Response}$",5,4,4,3,4,,P2; P82; P85,,,no
P81,Voice Command with Visual Feedback,pattern,stable,medium,1.1,,"$V_{visual} = (I_{voice}, D_{trans}, V_{intent}, UI_{confirm}) : Voice \to (Command, Visualization)$",4,0,3,3,3,,,,,no
P82,Multimodal Input Fusion,pattern,stable,medium,1.1,,"$F_{multi} = (I_{voice}, I_{gesture}, I_{screen}, E_{fusion}, Intent_{unified}) : Inputs \to Intent$",5,0,3,3,3,,,,,no
P83,Voice-First Navigation,pattern,stable,medium,1.1,,"$N_{voice} = (C_{voice}, G_{nav}, S_{shortcuts}, M_{confirm}) : VoiceCommand \to Navigation$",4,0,3,3,3,,,,,no
P84,Continuous Dictation,pattern,stable,medium,1.1,,"$D_{cont} = (T_{stream}, D_{struct}, F_{auto}, M_{punct}) : Speech_{stream} \to Text_{structured}$",4,0,3,3,3,,,,,no
P85,Voice Disambiguation,pattern,stable,medium,1.1,,"$D_{voice} = (D_{ambig}, G_{clarify}, P_{choices}, R_{ctx}) : Ambiguous \to Resolved$",4,0,3,3,3,,,,,no
P86,Approval Checkpoint,pattern,stable,medium,1.1,,"$C_{approve} = (T_{checkpoint}, G_{preview}, UI_{approve}, Gate_{exec}) : Action_{critical} \to Approved \cup Rejected$",4,0,3,3,3,,,,,no
P87,Agency Slider,pattern,stable,medium,1.1,,"$S_{agency} = (Spectrum_{control}, Level_{current}, Sens_{ctx}, Adj_{dynamic}) : Context \to Control_{distribution}$",4,0,3,3,3,,,,,no
P88,Collaboration Mode Switcher,pattern,stable,medium,1.1,,"$M_{collab} = (Modes, T_{transition}, P_{state}, I_{mode}) : Mode \to \{AI\text{-}Centric, Human\text{-}Centric, Symbiotic\}$",4,0,3,3,3,,,,,no
P89,Confidence Indicator,pattern,stable,medium,1.1,,"$I_{conf} = (Score_{conf}, V_{vis}, Alert_{threshold}, Link_{explain}) : Decision \to Confidence \in [0,1]$",4,0,3,3,3,,,,,no
P90,Explanation on Demand,pattern,stable,medium,1.1,,"$E_{explain} = (Trace_{reason}, G_{explain}, P_{present}, Levels_{detail}) : Decision \to Explanation$",4,0,3,3,3,,,,,no
P91,Intervention Request,pattern,stable,medium,1.1,,"$R_{int} = (D_{stuck}, R_{help}, Prov_{ctx}, Resp_{human}) : Stuck \to Help_{request}$",4,0,3,3,3,,,,,no
P92,Contextual Undo/Rollback,pattern,stable,medium,1.1,,"$U_{ctx} = (H_{actions}, Snap_{state}, Track_{dep}, Prev_{undo}) : Action \to State_{previous}$",4,0,3,3,3,,,,,no
P93,Agent Thinking Indicator,pattern,stable,medium,1.1,,"$I_{think} = (P_{reasoning}, V_{display}, Phase_{current}) : Agent_{state} \to Indicator_{thinking}$",3,0,3,3,3,,,,,no
P94,Tool Execution Visualization,pattern,stable,medium,1.1,,"$V_{tool} = (T_{active}, P_{progress}, R_{results}, E_{errors}) : Tool_{exec} \to Visualization$",4,0,3,3,3,,,,,no
P95,Multi-Step Progress,pattern,stable,medium,1.1,,"$P_{multi} = (Steps, Current, Completed, Remaining) : Workflow \to Progress_{visual}$",4,0,3,3,3,,,,,no
P96,Real-Time Confidence Display,pattern,stable,medium,1.1,,"$C_{rt} = (Conf_{stream}, Update_{live}, Threshold_{alert}) : Decision_{stream} \to Confidence_{t}$",3,0,3,3,3,,,,,no
P97,Resource Usage Indicator,pattern,stable,medium,1.1,,"$R_{usage} = (API_{calls}, Tokens_{used}, Cost_{current}, Limits) : Resources \to Usage_{display}$",4,0,3,3,3,,,,,no
P98,Agent State Timeline,pattern,stable,medium,1.1,,"$T_{state} = (States, Decisions, Transitions, History) : Agent_{history} \to Timeline$",4,0,3,3,3,,,,,no
P99,Knowledge Graph Explorer,pattern,stable,medium,1.1,,"$E_{graph} = (G, N_{focus}, Traverse, Filter, Layout) : KnowledgeGraph \to Exploration_{interactive}$",5,0,3,3,3,,,,,no
P100,Source Citation,pattern,stable,medium,1.1,,"$C_{source} = (Sources, Inline_{refs}, Links, Verification) : \text{Content} \to \text{Sources}_{cited}$",4,3,4,3,4,,P9; P101; P102; P103,,,yes
P101,Retrieval Path Visualization,pattern,stable,medium,1.1,,"$V_{path} = (Query, Path_{retrieval}, Nodes_{visited}, Score_{relevance}) : \text{Retrieval} \to \text{Path}_{visual}$",4,3,4,3,4,P19; P99,P100; P104,,,yes
P102,Confidence-Based Highlighting,pattern,stable,medium,1.1,,"$H_{conf} = (Text, Conf_{scores}, Colors, Thresholds) : (\text{Content}, \text{Confidence}) \to \text{Highlighted}$",4,3,4,3,4,,P80; P89; P96; P100,,,yes
P103,Multi-Source Reconciliation,pattern,stable,medium,1.1,,"$R_{multi} = (Sources, Conflicts, Resolution, Display) : \text{Sources} \to \text{Reconciled}_{view}$",4,3,4,3,4,P100,P102; P108,,,yes
P104,Graph Query Builder,pattern,stable,medium,1.1,,"$B_{query} = (G, Q_{visual}, Cypher, Execute) : \text{UserInput} \to \text{Query}_{graph}$",4,3,4,3,4,P19,P99; P101; P117,,,yes
P105,Semantic Similarity Visualizer,pattern,stable,medium,1.1,,"$V_{sim} = (Concepts, Sim_{matrix}, Layout, Threshold) : \text{Set}\langle \text{Concept} \rangle \to \text{Similarity}_{visual}$",4,3,4,3,4,,P99; P101; P108,,,yes
P106,Auto-Updating Content,pattern,stable,medium,1.1,,"$U_{auto} = (Content, Sources, Monitor, Update_{trigger}) : Document \times Time \to Document'$",4,0,3,3,3,,,,,no
P107,Suggested Edits,pattern,stable,medium,1.1,,"$E_{suggest} = (Content, Improvements, Confidence, Approval) : \text{Document} \to \text{Edits}_{suggested}$",4,3,4,3,4,,P47; P102; P109,,,yes
P108,Cross-Document Linking,pattern,stable,medium,1.1,,"$L_{cross} = (Docs, Relationships, Auto_{link}, Display) : \text{Set}\langle \text{Document} \rangle \to \text{Links}$",4,3,4,3,4,P9,P99; P103; P105,,,yes
P109,Outdated Content Detection,pattern,stable,medium,1.1,,"$D_{outdated} = (Content, Sources, Freshness, Alerts) : \text{Document} \to \text{Outdated}_{flags}$",4,3,4,3,4,,P100; P106; P107; P111,,,yes
P110,Collaborative Document Intelligence,pattern,stable,medium,1.1,,"$I_{collab} = (Agents, Document, Contributions, Coordination) : (\text{Agents}, \text{Doc}) \to \text{Doc}'$",4,3,4,3,4,P14,F5; P68; P107; P135,,,no
P111,Document Evolution Timeline,pattern,stable,medium,1.1,,"$T_{evol} = (Versions, Changes, Contributors, Timestamps) : \text{Document}_{history} \to \text{Timeline}$",4,3,4,3,4,C5,P109; P112; P113,,,yes
P112,Event Stream Visualization,pattern,stable,medium,1.1,,"$V_{stream} = (Events, Timeline, Filter, Aggregation) : \text{Event}_{stream} \to \text{Visualization}_{realtime}$",4,3,4,3,4,P22,P111; P114; P115; P117,,,yes
P113,Event Replay Control,pattern,stable,medium,1.1,,"$R_{replay} = (History, Selector, Playback, State_{restore}) : \text{Events}_{past} \to \text{Replay}$",4,3,4,3,4,P22,P30; P111; P115,,,yes
P114,Stream Backpressure,pattern,stable,medium,1.1,,"$B_{press} = (Stream, Buffer, Rate_{control}, Drop_{strategy}) : \text{Events}_{overwhelming} \to \text{Events}_{managed}$",4,3,4,3,4,P22,P112; P116,,,yes
P115,Event-Driven State Updates,pattern,stable,medium,1.1,,"$U_{event} = (State, Event_{stream}, Reducer, UI_{sync}) : (\text{State}, \text{Events}) \to \text{State}'$",4,3,4,3,4,P22; P29,P30; P31; P112; P113; P116,,,yes
P116,Multi-Stream Coordination UI,pattern,stable,medium,1.1,,"$C_{streams} = (Streams, Sync, Merge, Display) : \text{Set}\langle \text{Stream} \rangle \to \text{Unified}_{view}$",4,3,4,3,4,P22,P68; P114; P115; P117,,,yes
P117,Event Filter & Query,pattern,stable,medium,1.1,,"$Q_{event} = (Stream, Filters, Query_{language}, Results) : \text{Events} \to \text{Events}_{filtered}$",4,3,4,3,4,P22,P53; P104; P112; P116,,,yes
P118,Domain Context Switcher,pattern,stable,medium,1.1,,"$S_{domain} = (Domains, Context_{current}, Switch, Preserve_{state}) : Domain_i \to Domain_j$",4,0,3,3,3,,,,,no
P119,Cross-Domain Integration View,pattern,stable,medium,1.1,,"$V_{cross} = (Domains, Data_{integrated}, Relationships, Unified_{display}) : \text{Set}\langle \text{Domain} \rangle \to \text{View}$",4,3,4,3,4,,P118; P120; P122,,,no
P120,Domain-Specific Agent Activation,pattern,stable,medium,1.1,,"$A_{domain} = (Domain, Agents_{specialist}, Activation, Context) : Domain \to Agents_{active}$",4,0,3,3,3,,,,,no
P121,Context Preservation Across Domains,pattern,stable,medium,1.1,,"$P_{ctx} = (Context, Domain_{src}, Domain_{tgt}, Transform) : Context_i \to Context_j$",4,0,3,3,3,,,,,no
P122,Multi-Domain Dashboard,pattern,stable,medium,1.1,,"$D_{multi} = (Domains, Metrics, Aggregation, Layout) : Set\langle Domain \rangle \to Dashboard$",4,0,3,3,3,,,,,no
P123,Domain Boundary Indicator,pattern,stable,medium,1.1,,"$I_{boundary} = (Domain_{current}, Scope, Visual_{cue}, Alerts) : Context \to Domain_{indication}$",4,0,3,3,3,,,,,no
P124,Agent Trace Viewer,pattern,stable,medium,1.1,,"$T_{trace} = (Execution, Steps, Branch_{decisions}, Visualization) : Agent_{run} \to Trace$",4,0,3,3,3,,,,,no
P125,Decision Explanation,pattern,stable,medium,1.1,,"$E_{decision} = (Decision, Reasoning, Factors, Alternatives) : Decision \to Explanation_{detailed}$",4,0,3,3,3,,,,,no
P126,Token Usage Display,pattern,stable,medium,1.1,,"$D_{tokens} = (Usage, Cost, Limits, Breakdown) : Tokens_{used} \to Display_{cost}$",4,0,3,3,3,,,,,no
P127,Error Debug Interface,pattern,stable,medium,1.1,,"$I_{debug} = (Error, Stack_{trace}, Context, Solutions) : Error \to Debug_{info}$",4,0,3,3,3,,,,,no
P128,A/B Test Results,pattern,stable,medium,1.1,,"$R_{ab} = (Variants, Metrics, Statistical_{sig}, Winner) : Test \to Results_{comparison}$",4,0,3,3,3,,,,,no
P129,Performance Metrics Dashboard,pattern,stable,medium,1.1,,"$M_{perf} = (Metrics, Time_{series}, Thresholds, Alerts) : System \to Metrics_{display}$",4,0,3,3,3,,,,,no
P130,AI Agent Presence Indicator,pattern,stable,medium,1.1,,"$P_{agent} = (Agents_{active}, Status, Location_{virtual}, Activity) : Agents \to Presence$",4,0,3,3,3,,,,,no
P131,Multi-User + AI Avatar,pattern,stable,medium,1.1,,"$A_{avatar} = (Participants, Humans, Agents, Visual_{rep}) : Collaborators \to Avatars$",4,0,3,3,3,,,,,no
P132,AI Cursor Sharing,pattern,stable,medium,1.1,,"$C_{ai} = (Agent, Focus_{current}, Path, Highlight) : Agent_{activity} \to Cursor_{virtual}$",4,0,3,3,3,,,,,no
P133,Activity Feed,pattern,stable,medium,1.1,,"$F_{activity} = (Events, Actors, Timestamps, Filter) : (Humans \cup Agents) \times Actions \to Feed$",4,0,3,3,3,,,,,no
P134,Collaboration Session,pattern,stable,medium,1.1,,"$S_{session} = (Participants, Workspace, Coordination, State_{shared}) : Collaborators \to Session$",4,0,3,3,3,,,,,no
P135,Conflict Resolution Interface,pattern,stable,medium,1.1,,"$R_{conflict} = (Conflicts, Options, Reasoning, Choose) : Conflicts \to Resolution$",4,0,3,3,3,,,,,no
P136,User Preference Learning,pattern,stable,medium,1.1,,"$L_{pref} = (Interactions, Patterns, Model, Adaptation) : History \to Preferences_{learned}$",4,0,3,3,3,,,,,no
P137,Adaptive Interface,pattern,stable,medium,1.1,,"$I_{adaptive} = (UI, User_{behavior}, Learn, Adapt) : (UI, Behavior) \to UI_{personalized}$",4,0,3,3,3,,,,,no
P138,Personalized Agent Configuration,pattern,stable,medium,1.1,,"$C_{personal} = (User, Agents, Config, Optimize) : User \to Agents_{configured}$",4,0,3,3,3,,,,,no
P139,Learning Progress Indicator,pattern,stable,medium,1.1,,"$P_{learn} = (Model, Training_{data}, Accuracy, Progress) : Learning \to Progress_{display}$",4,0,3,3,3,,,,,no
P140,Reset/Retrain Controls,pattern,stable,medium,1.1,,"$R_{retrain} = (Model, Reset, Retrain, Confirm) : Model \to Model_{reset} \cup Model_{retrained}$",4,0,3,3,3,,,,,no
P141,Workflow Template Gallery,pattern,stable,medium,1.1,,"$G_{templates} = (Templates, Categories, Preview, Instantiate) : Templates \to Workflow$",4,0,3,3,3,,,,,no
P142,Automation Builder,pattern,stable,medium,1.1,,"$B_{auto} = (Components, Canvas_{visual}, Connect, Execute) : Builder \to Automation$",4,0,3,3,3,,,,,no
P143,Scheduled Agent,pattern,stable,medium,1.1,,"$S_{scheduled} = (Agent, Schedule, Trigger, Execute) : (Agent, Time) \to Execution$",4,0,3,3,3,,,,,no
P144,Trigger-Action,pattern,stable,medium,1.1,,"$T_{action} = (Trigger, Condition, Action, Execute) : Event \to Action_{conditional}$",4,0,3,3,3,,,,,no
P145,Workflow Monitoring Dashboard,pattern,stable,medium,1.1,,"$M_{workflow} = (Workflows, Status, Metrics, Control) : Workflows \to Dashboard$",4,0,3,3,3,,,,,no
P146,Token Budget Indicator,pattern,stable,medium,1.1,,"$B_{tokens} = (Budget, Used, Remaining, Alerts) : Usage \to Budget_{status}$",4,0,3,3,3,,,,,no
P147,Cost Estimation Preview,pattern,stable,medium,1.1,,"$E_{cost} = (Action, Tokens_{estimated}, Cost, Preview) : Action \to Cost_{preview}$",4,0,3,3,3,,,,,no
P148,Resource Limit Controls,pattern,stable,medium,1.1,,"$L_{resources} = (Limits, Current, Controls, Enforcement) : Resources \to Limits_{managed}$",4,0,3,3,3,,,,,no
P149,Usage Analytics Dashboard,pattern,stable,medium,1.1,,"$A_{usage} = (Usage_{history}, Trends, Breakdown, Insights) : Usage \to Analytics$",4,0,3,3,3,,,,,no
P150,Rate Limit Warning,pattern,stable,medium,1.1,,"$W_{rate} = (Rate, Limit, Warning_{threshold}, Alert) : Usage_{rate} \to Warning$",4,0,3,3,3,,,,,no
P152,Audit Trail Viewer,pattern,stable,medium,1.1,,"$V_{audit} = (Actions, Actors, Timestamps, Filter) : History \to Audit_{view}$",4,0,3,3,3,,,,,no
P153,Data Access Transparency,pattern,stable,medium,1.1,,"$T_{access} = (Data, Accessor, Purpose, Disclosure) : Access \to Transparency$",4,0,3,3,3,,,,,no
P154,Secure Credential Management,pattern,stable,medium,1.1,,"$M_{cred} = (Credentials, Encryption, Access_{control}, Rotation) : Secrets \to Secured$",4,0,3,3,3,,,,,no
P155,Trust Score Indicator,pattern,stable,medium,1.1,,"$I_{trust} = (Agent, Behavior_{history}, Reliability, Score) : Agent \to Trust \in [0,1]$",4,0,3,3,3,,,,,no
